model_name,input_token,output_token,latency_sec,tps
gpt-5.4-2026-03-05,216,90,,
gpt-5.4-2026-03-05,201,83,,
gpt-5.4-2026-03-05,197,78,,
gpt-5.4-2026-03-05,247,103,,
gpt-5.4-2026-03-05,253,118,,
gpt-5.4-2026-03-05,200,76,,
gpt-5.4-2026-03-05,222,87,,
gpt-5.4-2026-03-05,160,62,,
gpt-5.4-2026-03-05,165,65,,
gpt-5.4-2026-03-05,196,79,,
gpt-5.4-2026-03-05,250,119,,
gpt-5.4-2026-03-05,92,15,,
gpt-5.4-2026-03-05,101,21,,
gpt-5.4-2026-03-05,238,119,,
gpt-5.4-2026-03-05,239,107,,
gpt-5.4-2026-03-05,125,32,,
gpt-5.4-2026-03-05,107,17,,
gpt-5.4-2026-03-05,284,130,,
gpt-5.4-2026-03-05,180,68,,
gpt-5.4-2026-03-05,129,36,,
gpt-5.4-2026-03-05,159,59,,
gpt-5.4-2026-03-05,230,101,,
gpt-5.4-2026-03-05,140,45,,
gpt-5.4-2026-03-05,124,39,,
gpt-5.4-2026-03-05,206,99,,
gpt-5.4-2026-03-05,324,174,,
gpt-5.4-2026-03-05,154,52,,
gpt-5.4-2026-03-05,128,34,,
gpt-5.4-2026-03-05,146,47,,
gpt-5.4-2026-03-05,184,72,,
gpt-5.4-2026-03-05,218,97,,
gpt-5.4-2026-03-05,198,77,,
gpt-5.4-2026-03-05,136,54,,
gpt-5.4-2026-03-05,178,69,,
gpt-5.4-2026-03-05,121,37,,
gpt-5.4-2026-03-05,269,129,,
gpt-5.4-2026-03-05,173,68,,
gpt-5.4-2026-03-05,103,24,,
gpt-5.4-2026-03-05,100,22,,
gpt-5.4-2026-03-05,97,19,,
gpt-5.4-2026-03-05,87,12,,
gpt-5.4-2026-03-05,247,128,,
gpt-5.4-2026-03-05,135,40,,
gpt-5.4-2026-03-05,128,42,,
gpt-5.4-2026-03-05,155,53,,
gpt-5.4-2026-03-05,122,33,,
gpt-5.4-2026-03-05,138,33,,
gpt-5.4-2026-03-05,106,27,,
gpt-5.4-2026-03-05,113,32,,
gpt-5.4-2026-03-05,164,56,,
gpt-5.4-2026-03-05,226,90,,
gpt-5.4-2026-03-05,263,134,,
gpt-5.4-2026-03-05,154,50,,
gpt-5.4-2026-03-05,160,60,,
gpt-5.4-2026-03-05,132,38,,
gpt-5.4-2026-03-05,149,49,,
gpt-5.4-2026-03-05,172,55,,
gpt-5.4-2026-03-05,178,66,,
gpt-5.4-2026-03-05,134,40,,
gpt-5.4-2026-03-05,113,28,,
gpt-5.4-2026-03-05,277,121,,
gpt-5.4-2026-03-05,135,51,,
gpt-5.4-2026-03-05,145,50,,
gpt-5.4-2026-03-05,152,59,,
gpt-5.4-2026-03-05,146,60,,
gpt-5.4-2026-03-05,136,43,,
gpt-5.4-2026-03-05,151,57,,
gpt-5.4-2026-03-05,88,12,,
gpt-5.4-2026-03-05,87,11,,
gpt-5.4-2026-03-05,395,195,,
gpt-5.4-2026-03-05,277,143,,
gpt-5.4-2026-03-05,127,32,,
gpt-5.4-2026-03-05,99,19,,
gpt-5.4-2026-03-05,100,19,,
gpt-5.4-2026-03-05,154,59,,
gpt-5.4-2026-03-05,99,19,,
gpt-5.4-2026-03-05,106,25,,
gpt-5.4-2026-03-05,226,101,,
gpt-5.4-2026-03-05,201,87,,
gpt-5.4-2026-03-05,147,52,,
gpt-5.4-2026-03-05,191,78,,
gpt-5.4-2026-03-05,181,81,,
gpt-5.4-2026-03-05,116,30,,
gpt-5.4-2026-03-05,143,41,,
gpt-5.4-2026-03-05,132,41,,
gpt-5.4-2026-03-05,274,112,,
gpt-5.4-2026-03-05,248,118,,
gpt-5.4-2026-03-05,235,88,,
gpt-5.4-2026-03-05,157,59,,
gpt-5.4-2026-03-05,225,101,,
gpt-5.4-2026-03-05,199,82,,
gpt-5.4-2026-03-05,194,72,,
gpt-5.4-2026-03-05,121,35,,
gpt-5.4-2026-03-05,159,45,,
gpt-5.4-2026-03-05,223,90,,
gpt-5.4-2026-03-05,340,156,,
gpt-5.4-2026-03-05,306,150,,
gpt-5.4-2026-03-05,177,67,,
gpt-5.4-2026-03-05,197,79,,
gpt-5.4-2026-03-05,236,118,,
gpt-5.4-2026-03-05,322,153,,
gpt-5.4-2026-03-05,136,40,,
gpt-5.4-2026-03-05,149,52,,
gpt-5.4-2026-03-05,173,75,,
gpt-5.4-2026-03-05,157,54,,
gpt-5.4-2026-03-05,323,154,,
gpt-5.4-2026-03-05,170,61,,
gpt-5.4-2026-03-05,155,51,,
gpt-5.4-2026-03-05,247,118,,
gpt-5.4-2026-03-05,152,56,,
gpt-5.4-2026-03-05,161,54,,
gpt-5.4-2026-03-05,125,39,,
gpt-5.4-2026-03-05,164,68,,
gpt-5.4-2026-03-05,156,63,,
gpt-5.4-2026-03-05,121,25,,
gpt-5.4-2026-03-05,110,24,,
gpt-5.4-2026-03-05,160,57,,
gpt-5.4-2026-03-05,214,104,,
gpt-5.4-2026-03-05,349,182,,
gpt-5.4-2026-03-05,235,97,,
gpt-5.4-2026-03-05,320,156,,
gpt-5.4-2026-03-05,116,32,,
gpt-5.4-2026-03-05,312,158,,
gpt-5.4-2026-03-05,147,47,,
gpt-5.4-2026-03-05,129,39,,
gpt-5.4-2026-03-05,151,50,,
gpt-5.4-2026-03-05,117,35,,
gpt-5.4-2026-03-05,179,64,,
gpt-5.4-2026-03-05,320,147,,
gpt-5.4-2026-03-05,492,276,,
gpt-5.4-2026-03-05,148,54,,
gpt-5.4-2026-03-05,108,24,,
gpt-5.4-2026-03-05,371,197,,
gpt-5.4-2026-03-05,312,160,,
gpt-5.4-2026-03-05,293,150,,
gpt-5.4-2026-03-05,191,95,,
gpt-5.4-2026-03-05,96,18,,
gpt-5.4-2026-03-05,162,56,,
gpt-5.4-2026-03-05,211,80,,
gpt-5.4-2026-03-05,272,129,,
gpt-5.4-2026-03-05,313,156,,
gpt-5.4-2026-03-05,265,125,,
gpt-5.4-2026-03-05,279,135,,
gpt-5.4-2026-03-05,277,141,,
gpt-5.4-2026-03-05,103,24,,
gpt-5.4-2026-03-05,117,30,,
gpt-5.4-2026-03-05,373,202,,
gpt-5.4-2026-03-05,329,158,,
gpt-5.4-2026-03-05,446,222,,
gpt-5.4-2026-03-05,313,175,,
gpt-5.4-2026-03-05,463,265,,
gpt-5.4-2026-03-05,123,32,,
gpt-5.4-2026-03-05,222,102,,
gpt-5.4-2026-03-05,211,98,,
gpt-5.4-2026-03-05,194,83,,
gpt-5.4-2026-03-05,209,92,,
gpt-5.4-2026-03-05,295,135,,
gpt-5.4-2026-03-05,256,113,,
gpt-5.4-2026-03-05,262,130,,
gpt-5.4-2026-03-05,230,97,,
gpt-5.4-2026-03-05,219,89,,
gpt-5.4-2026-03-05,232,96,,
gpt-5.4-2026-03-05,236,111,,
gpt-5.4-2026-03-05,230,113,,
gpt-5.4-2026-03-05,110,27,,
gpt-5.4-2026-03-05,307,167,,
gpt-5.4-2026-03-05,495,253,,
gpt-5.4-2026-03-05,379,205,,
gpt-5.4-2026-03-05,111,29,,
gpt-5.4-2026-03-05,194,89,,
gpt-5.4-2026-03-05,269,130,,
gpt-5.4-2026-03-05,317,179,,
gpt-5.4-2026-03-05,285,139,,
gpt-5.4-2026-03-05,210,88,,
gpt-5.4-2026-03-05,212,94,,
gpt-5.4-2026-03-05,207,92,,
gpt-5.4-2026-03-05,297,148,,
gpt-5.4-2026-03-05,286,144,,
gpt-5.4-2026-03-05,262,123,,
gpt-5.4-2026-03-05,239,115,,
gpt-5.4-2026-03-05,288,140,,
gpt-5.4-2026-03-05,269,124,,
gpt-5.4-2026-03-05,119,33,,
gpt-5.4-2026-03-05,196,85,,
gpt-5.4-2026-03-05,184,69,,
gpt-5.4-2026-03-05,232,104,,
gpt-5.4-2026-03-05,175,65,,
gpt-5.4-2026-03-05,308,144,,
gpt-5.4-2026-03-05,218,96,,
gpt-5.4-2026-03-05,183,73,,
gpt-5.4-2026-03-05,303,155,,
gpt-5.4-2026-03-05,107,34,,
gpt-5.4-2026-03-05,211,94,,
gpt-5.4-2026-03-05,313,148,,
gpt-5.4-2026-03-05,125,35,,
gpt-5.4-2026-03-05,129,33,,
gpt-5.4-2026-03-05,187,72,,
gpt-5.4-2026-03-05,303,128,,
gpt-5.4-2026-03-05,275,119,,
gpt-5.4-2026-03-05,385,187,,
gpt-5.4-2026-03-05,223,102,,
gpt-5.4-2026-03-05,188,72,,
gpt-5.4-2026-03-05,310,157,,
gpt-5.4-2026-03-05,124,37,,
gpt-5.4-2026-03-05,126,34,,
gpt-5.4-2026-03-05,259,129,,
gpt-5.4-2026-03-05,295,133,,
gpt-5.4-2026-03-05,295,141,,
gpt-5.4-2026-03-05,276,113,,
gpt-5.4-2026-03-05,249,114,,
gpt-5.4-2026-03-05,210,99,,
gpt-5.4-2026-03-05,121,35,,
gpt-5.4-2026-03-05,117,32,,
gpt-5.4-2026-03-05,149,54,,
gpt-5.4-2026-03-05,294,139,,
gpt-5.4-2026-03-05,315,144,,
gpt-5.4-2026-03-05,342,157,,
gpt-5.4-2026-03-05,172,62,,
gpt-5.4-2026-03-05,217,95,,
gpt-5.4-2026-03-05,109,29,,
gpt-5.4-2026-03-05,192,76,,
gpt-5.4-2026-03-05,466,223,,
gpt-5.4-2026-03-05,260,122,,
gpt-5.4-2026-03-05,297,153,,
gpt-5.4-2026-03-05,145,53,,
gpt-5.4-2026-03-05,321,148,,
gpt-5.4-2026-03-05,471,252,,
gpt-5.4-2026-03-05,120,33,,
gpt-5.4-2026-03-05,141,44,,
gpt-5.4-2026-03-05,174,61,,
gpt-5.4-2026-03-05,315,157,,
gpt-5.4-2026-03-05,253,108,,
gpt-5.4-2026-03-05,264,116,,
gpt-5.4-2026-03-05,343,149,,
gpt-5.4-2026-03-05,196,83,,
gpt-5.4-2026-03-05,399,206,,
gpt-5.4-2026-03-05,270,129,,
gpt-5.4-2026-03-05,135,53,,
gpt-5.4-2026-03-05,127,35,,
gpt-5.4-2026-03-05,250,122,,
gpt-5.4-2026-03-05,332,154,,
gpt-5.4-2026-03-05,217,96,,
gpt-5.4-2026-03-05,275,123,,
gpt-5.4-2026-03-05,232,116,,
gpt-5.4-2026-03-05,235,95,,
gpt-5.4-2026-03-05,116,34,,
gpt-5.4-2026-03-05,291,145,,
gpt-5.4-2026-03-05,243,107,,
gpt-5.4-2026-03-05,257,134,,
gpt-5.4-2026-03-05,323,159,,
gpt-5.4-2026-03-05,188,80,,
gpt-5.4-2026-03-05,279,130,,
gpt-5.4-2026-03-05,202,85,,
gpt-5.4-2026-03-05,233,110,,
gpt-5.4-2026-03-05,237,106,,
gpt-5.4-2026-03-05,156,60,,
gpt-5.4-2026-03-05,131,43,,
gpt-5.4-2026-03-05,110,29,,
gpt-5.4-2026-03-05,290,150,,
gpt-5.4-2026-03-05,257,107,,
gpt-5.4-2026-03-05,250,123,,
gpt-5.4-2026-03-05,388,203,,
gpt-5.4-2026-03-05,359,174,,
gpt-5.4-2026-03-05,217,94,,
gpt-5.4-2026-03-05,244,102,,
gpt-5.4-2026-03-05,221,99,,
gpt-5.4-2026-03-05,220,89,,
gpt-5.4-2026-03-05,120,30,,
gpt-5.4-2026-03-05,326,152,,
gpt-5.4-2026-03-05,231,118,,
gpt-5.4-2026-03-05,396,204,,
gpt-5.4-2026-03-05,410,220,,
gpt-5.4-2026-03-05,164,60,,
gpt-5.4-2026-03-05,225,101,,
gpt-5.4-2026-03-05,216,92,,
gpt-5.4-2026-03-05,212,99,,
gpt-5.4-2026-03-05,264,127,,
gpt-5.4-2026-03-05,274,142,,
gpt-5.4-2026-03-05,212,94,,
gpt-5.4-2026-03-05,299,177,,
gpt-5.4-2026-03-05,137,43,,
gpt-5.4-2026-03-05,130,36,,
gpt-5.4-2026-03-05,148,66,,
gpt-5.4-2026-03-05,145,46,,
gpt-5.4-2026-03-05,105,25,,
gpt-5.4-2026-03-05,85,14,,
gpt-5.4-2026-03-05,104,17,,
gpt-5.4-2026-03-05,92,18,,
gpt-5.4-2026-03-05,96,20,,
gpt-5.4-2026-03-05,94,16,,
gpt-5.4-2026-03-05,123,40,,
gpt-5.4-2026-03-05,119,33,,
gpt-5.4-2026-03-05,98,24,,
gpt-5.4-2026-03-05,106,21,,
gpt-5.4-2026-03-05,153,55,,
gpt-5.4-2026-03-05,152,64,,
gpt-5.4-2026-03-05,131,44,,
gpt-5.4-2026-03-05,195,97,,
gpt-5.4-2026-03-05,159,55,,
gpt-5.4-2026-03-05,118,33,,
gpt-5.4-2026-03-05,106,25,,
gpt-5.4-2026-03-05,187,70,,
gpt-5.4-2026-03-05,120,35,,
gpt-5.4-2026-03-05,155,57,,
gpt-5.4-2026-03-05,126,35,,
gpt-5.4-2026-03-05,163,59,,
gpt-5.4-2026-03-05,244,131,,
gpt-5.4-2026-03-05,97,15,,
gpt-5.4-2026-03-05,307,151,,
gpt-5.4-2026-03-05,293,152,,
gpt-5.4-2026-03-05,334,190,,
gpt-5.4-2026-03-05,332,166,,
gpt-5.4-2026-03-05,114,33,,
gpt-5.4-2026-03-05,91,12,,
gpt-5.4-2026-03-05,152,49,,
gpt-5.4-2026-03-05,130,44,,
gpt-5.4-2026-03-05,134,41,,
gpt-5.4-2026-03-05,149,51,,
gpt-5.4-2026-03-05,115,23,,
gpt-5.4-2026-03-05,139,44,,
gpt-5.4-2026-03-05,185,84,,
gpt-5.4-2026-03-05,123,39,,
gpt-5.4-2026-03-05,160,61,,
gpt-5.4-2026-03-05,130,36,,
gpt-5.4-2026-03-05,133,37,,
gpt-5.4-2026-03-05,131,42,,
gpt-5.4-2026-03-05,132,52,,
gpt-5.4-2026-03-05,139,58,,
gpt-5.4-2026-03-05,108,25,,
gpt-5.4-2026-03-05,131,40,,
gpt-5.4-2026-03-05,138,44,,
gpt-5.4-2026-03-05,128,46,,
gpt-5.4-2026-03-05,124,32,,
gpt-5.4-2026-03-05,106,21,,
gpt-5.4-2026-03-05,134,43,,
gpt-5.4-2026-03-05,205,89,,
gpt-5.4-2026-03-05,182,78,,
gpt-5.4-2026-03-05,94,17,,
gpt-5.4-2026-03-05,120,36,,
gpt-5.4-2026-03-05,111,26,,
gpt-5.4-2026-03-05,99,17,,
gpt-5.4-2026-03-05,100,21,,
gpt-5.4-2026-03-05,106,25,,
gpt-5.4-2026-03-05,110,29,,
gpt-5.4-2026-03-05,112,30,,
gpt-5.4-2026-03-05,99,19,,
gpt-5.4-2026-03-05,106,26,,
gpt-5.4-2026-03-05,97,28,,
gpt-5.4-2026-03-05,120,35,,
gpt-5.4-2026-03-05,143,56,,
gpt-5.4-2026-03-05,142,44,,
gpt-5.4-2026-03-05,109,28,,
gpt-5.4-2026-03-05,94,14,,
gpt-5.4-2026-03-05,159,55,,
gpt-5.4-2026-03-05,86,11,,
gpt-5.4-2026-03-05,92,14,,
gpt-5.4-2026-03-05,100,23,,
gpt-5.4-2026-03-05,100,31,,
gpt-5.4-2026-03-05,166,65,,
gpt-5.4-2026-03-05,238,109,,
gpt-5.4-2026-03-05,165,64,,
gpt-5.4-2026-03-05,165,59,,
gpt-5.4-2026-03-05,185,74,,
gpt-5.4-2026-03-05,174,58,,
gpt-5.4-2026-03-05,125,38,,
gpt-5.4-2026-03-05,124,32,,
gpt-5.4-2026-03-05,177,68,,
gpt-5.4-2026-03-05,230,116,,
gpt-5.4-2026-03-05,179,88,,
gpt-5.4-2026-03-05,179,84,,
gpt-5.4-2026-03-05,164,64,,
gpt-5.4-2026-03-05,260,145,,
gpt-5.4-2026-03-05,156,65,,
gpt-5.4-2026-03-05,123,30,,
gpt-5.4-2026-03-05,140,41,,
gpt-5.4-2026-03-05,154,52,,
gpt-5.4-2026-03-05,118,31,,
gpt-5.4-2026-03-05,126,38,,
gpt-5.4-2026-03-05,90,13,,
gpt-5.4-2026-03-05,150,62,,
gpt-5.4-2026-03-05,124,39,,
gpt-5.4-2026-03-05,130,51,,
gpt-5.4-2026-03-05,104,25,,
gpt-5.4-2026-03-05,110,25,,
gpt-5.4-2026-03-05,134,45,,
gpt-5.4-2026-03-05,123,39,,
gpt-5.4-2026-03-05,104,20,,
gpt-5.4-2026-03-05,130,34,,
gpt-5.4-2026-03-05,136,46,,
gpt-5.4-2026-03-05,156,52,,
gpt-5.4-2026-03-05,104,21,,
gpt-5.4-2026-03-05,105,22,,
gpt-5.4-2026-03-05,198,89,,
gpt-5.4-2026-03-05,108,23,,
gpt-5.4-2026-03-05,200,96,,
gpt-5.4-2026-03-05,97,20,,
gpt-5.4-2026-03-05,212,89,,
gpt-5.4-2026-03-05,161,61,,
gpt-5.4-2026-03-05,106,20,,
gpt-5.4-2026-03-05,103,23,,
gpt-5.4-2026-03-05,93,16,,
gpt-5.4-2026-03-05,103,22,,
gpt-5.4-2026-03-05,135,41,,
gpt-5.4-2026-03-05,114,26,,
gpt-5.4-2026-03-05,188,100,,
gpt-5.4-2026-03-05,137,45,,
gpt-5.4-2026-03-05,96,14,,
gpt-5.4-2026-03-05,146,59,,
gpt-5.4-2026-03-05,94,15,,
gpt-5.4-2026-03-05,131,40,,
gpt-5.4-2026-03-05,107,23,,
gpt-5.4-2026-03-05,145,48,,
gpt-5.4-2026-03-05,105,23,,
gpt-5.4-2026-03-05,122,47,,
gpt-5.4-2026-03-05,100,22,,
gpt-5.4-2026-03-05,96,20,,
gpt-5.4-2026-03-05,125,30,,
gpt-5.4-2026-03-05,93,17,,
gpt-5.4-2026-03-05,133,39,,
gpt-5.4-2026-03-05,115,34,,
gpt-5.4-2026-03-05,122,34,,
gpt-5.4-2026-03-05,147,48,,
gpt-5.4-2026-03-05,100,21,,
gpt-5.4-2026-03-05,148,46,,
gpt-5.4-2026-03-05,137,44,,
gpt-5.4-2026-03-05,229,101,,
gpt-5.4-2026-03-05,107,26,,
gpt-5.4-2026-03-05,105,23,,
gpt-5.4-2026-03-05,191,78,,
gpt-5.4-2026-03-05,122,30,,
gpt-5.4-2026-03-05,97,16,,
gpt-5.4-2026-03-05,124,37,,
gpt-5.4-2026-03-05,121,33,,
gpt-5.4-2026-03-05,121,32,,
gpt-5.4-2026-03-05,99,16,,
gpt-5.4-2026-03-05,120,33,,
gpt-5.4-2026-03-05,109,25,,
gpt-5.4-2026-03-05,138,39,,
gpt-5.4-2026-03-05,125,43,,
gpt-5.4-2026-03-05,141,51,,
gpt-5.4-2026-03-05,165,69,,
gpt-5.4-2026-03-05,141,49,,
gpt-5.4-2026-03-05,115,27,,
gpt-5.4-2026-03-05,121,32,,
gpt-5.4-2026-03-05,113,22,,
gpt-5.4-2026-03-05,119,38,,
gpt-5.4-2026-03-05,161,61,,
gpt-5.4-2026-03-05,103,22,,
gpt-5.4-2026-03-05,145,48,,
gpt-5.4-2026-03-05,141,49,,
gpt-5.4-2026-03-05,135,45,,
gpt-5.4-2026-03-05,122,33,,
gpt-5.4-2026-03-05,118,30,,
gpt-5.4-2026-03-05,105,21,,
gpt-5.4-2026-03-05,124,33,,
gpt-5.4-2026-03-05,108,24,,
gpt-5.4-2026-03-05,122,40,,
gpt-5.4-2026-03-05,97,20,,
gpt-5.4-2026-03-05,97,18,,
gpt-5.4-2026-03-05,136,42,,
gpt-5.4-2026-03-05,99,22,,
gpt-5.4-2026-03-05,98,19,,
gpt-5.4-2026-03-05,84,11,,
gpt-5.4-2026-03-05,127,38,,
gpt-5.4-2026-03-05,116,39,,
gpt-5.4-2026-03-05,91,16,,
gpt-5.4-2026-03-05,91,19,,
gpt-5.4-2026-03-05,147,53,,
gpt-5.4-2026-03-05,106,29,,
gpt-5.4-2026-03-05,114,29,,
gpt-5.4-2026-03-05,101,21,,
gpt-5.4-2026-03-05,115,29,,
gpt-5.4-2026-03-05,125,41,,
gpt-5.4-2026-03-05,98,19,,
gpt-5.4-2026-03-05,164,57,,
gpt-5.4-2026-03-05,144,44,,
gpt-5.4-2026-03-05,140,46,,
gpt-5.4-2026-03-05,121,35,,
gpt-5.4-2026-03-05,92,17,,
gpt-5.4-2026-03-05,108,27,,
gpt-5.4-2026-03-05,118,32,,
gpt-5.4-2026-03-05,103,19,,
gpt-5.4-2026-03-05,125,34,,
gpt-5.4-2026-03-05,152,55,,
gpt-5.4-2026-03-05,154,55,,
gpt-5.4-2026-03-05,90,15,,
gpt-5.4-2026-03-05,111,26,,
gpt-5.4-2026-03-05,113,29,,
gpt-5.4-2026-03-05,127,37,,
gpt-5.4-2026-03-05,116,27,,
gpt-5.4-2026-03-05,93,17,,
gpt-5.4-2026-03-05,118,28,,
gpt-5.4-2026-03-05,152,55,,
gpt-5.4-2026-03-05,93,19,,
gpt-5.4-2026-03-05,94,17,,
gpt-5.4-2026-03-05,116,34,,
gpt-5.4-2026-03-05,116,30,,
gpt-5.4-2026-03-05,113,29,,
gpt-5.4-2026-03-05,109,25,,
gpt-5.4-2026-03-05,104,23,,
gpt-5.4-2026-03-05,93,14,,
gpt-5.4-2026-03-05,109,26,,
gpt-5.4-2026-03-05,135,36,,
gpt-5.4-2026-03-05,98,20,,
gpt-5.4-2026-03-05,107,26,,
gpt-5.4-2026-03-05,97,23,,
gpt-5.4-2026-03-05,138,52,,
gpt-5.4-2026-03-05,99,18,,
gpt-5.4-2026-03-05,161,66,,
gpt-5.4-2026-03-05,127,43,,
gpt-5.4-2026-03-05,93,14,,
gpt-5.4-2026-03-05,101,21,,
gpt-5.4-2026-03-05,137,45,,
gpt-5.4-2026-03-05,156,53,,
gpt-5.4-2026-03-05,186,73,,
gpt-5.4-2026-03-05,151,63,,
gpt-5.4-2026-03-05,170,65,,
gpt-5.4-2026-03-05,168,59,,
gpt-5.4-2026-03-05,192,83,,
gpt-5.4-2026-03-05,123,32,,
gpt-5.4-2026-03-05,95,17,,
gpt-5.4-2026-03-05,103,21,,
gpt-5.4-2026-03-05,110,28,,
gpt-5.4-2026-03-05,118,31,,
gpt-5.4-2026-03-05,103,31,,
gpt-5.4-2026-03-05,120,34,,
gpt-5.4-2026-03-05,150,59,,
gpt-5.4-2026-03-05,130,47,,
gpt-5.4-2026-03-05,100,25,,
gpt-5.4-2026-03-05,101,18,,
gpt-5.4-2026-03-05,113,27,,
gpt-5.4-2026-03-05,175,57,,
gpt-5.4-2026-03-05,127,35,,
gpt-5.4-2026-03-05,231,114,,
gpt-5.4-2026-03-05,132,38,,
gpt-5.4-2026-03-05,144,46,,
gpt-5.4-2026-03-05,199,85,,
gpt-5.4-2026-03-05,162,60,,
gpt-5.4-2026-03-05,216,89,,
gpt-5.4-2026-03-05,314,162,,
gpt-5.4-2026-03-05,99,16,,
gpt-5.4-2026-03-05,209,98,,
gpt-5.4-2026-03-05,95,17,,
gpt-5.4-2026-03-05,94,15,,
gpt-5.4-2026-03-05,126,49,,
gpt-5.4-2026-03-05,127,40,,
gpt-5.4-2026-03-05,136,46,,
gpt-5.4-2026-03-05,145,49,,
gpt-5.4-2026-03-05,186,75,,
gpt-5.4-2026-03-05,105,24,,
gpt-5.4-2026-03-05,221,91,,
gpt-5.4-2026-03-05,127,33,,
gpt-5.4-2026-03-05,159,63,,
gpt-5.4-2026-03-05,181,73,,
gpt-5.4-2026-03-05,120,30,,
gpt-5.4-2026-03-05,113,24,,
gpt-5.4-2026-03-05,127,35,,
gpt-5.4-2026-03-05,127,39,,
gpt-5.4-2026-03-05,151,52,,
gpt-5.4-2026-03-05,115,26,,
gpt-5.4-2026-03-05,98,18,,
gpt-5.4-2026-03-05,112,28,,
gpt-5.4-2026-03-05,194,89,,
gpt-5.4-2026-03-05,120,33,,
gpt-5.4-2026-03-05,110,28,,
gpt-5.4-2026-03-05,125,40,,
gpt-5.4-2026-03-05,134,42,,
gpt-5.4-2026-03-05,135,48,,
gpt-5.4-2026-03-05,122,34,,
gpt-5.4-2026-03-05,158,51,,
gpt-5.4-2026-03-05,216,96,,
gpt-5.4-2026-03-05,116,31,,
gpt-5.4-2026-03-05,98,22,,
gpt-5.4-2026-03-05,171,65,,
gpt-5.4-2026-03-05,136,42,,
gpt-5.4-2026-03-05,155,52,,
gpt-5.4-2026-03-05,109,22,,
gpt-5.4-2026-03-05,124,33,,
gpt-5.4-2026-03-05,85,13,,
gpt-5.4-2026-03-05,148,51,,
gpt-5.4-2026-03-05,162,54,,
gpt-5.4-2026-03-05,145,48,,
gpt-5.4-2026-03-05,134,46,,
gpt-5.4-2026-03-05,129,38,,
gpt-5.4-2026-03-05,107,25,,
gpt-5.4-2026-03-05,131,39,,
gpt-5.4-2026-03-05,137,59,,
gpt-5.4-2026-03-05,104,19,,
gpt-5.4-2026-03-05,151,49,,
gpt-5.4-2026-03-05,88,16,,
gpt-5.4-2026-03-05,170,56,,
gpt-5.4-2026-03-05,104,21,,
gpt-5.4-2026-03-05,133,40,,
gpt-5.4-2026-03-05,113,29,,
gpt-5.4-2026-03-05,104,21,,
gpt-5.4-2026-03-05,118,29,,
gpt-5.4-2026-03-05,134,37,,
gpt-5.4-2026-03-05,137,47,,
gpt-5.4-2026-03-05,98,21,,
gpt-5.4-2026-03-05,140,50,,
gpt-5.4-2026-03-05,105,20,,
gpt-5.4-2026-03-05,125,40,,
gpt-5.4-2026-03-05,90,14,,
gpt-5.4-2026-03-05,132,39,,
gpt-5.4-2026-03-05,157,49,,
gpt-5.4-2026-03-05,118,31,,
gpt-5.4-2026-03-05,152,53,,
gpt-5.4-2026-03-05,109,22,,
gpt-5.4-2026-03-05,126,38,,
gpt-5.4-2026-03-05,172,62,,
gpt-5.4-2026-03-05,129,30,,
gpt-5.4-2026-03-05,114,27,,
gpt-5.4-2026-03-05,100,23,,
gpt-5.4-2026-03-05,165,52,,
gpt-5.4-2026-03-05,107,25,,
gpt-5.4-2026-03-05,100,20,,
gpt-5.4-2026-03-05,108,26,,
gpt-5.4-2026-03-05,90,12,,
gpt-5.4-2026-03-05,108,27,,
gpt-5.4-2026-03-05,90,12,,
gpt-5.4-2026-03-05,161,56,,
gpt-5.4-2026-03-05,138,44,,
gpt-5.4-2026-03-05,152,51,,
gpt-5.4-2026-03-05,192,90,,
gpt-5.4-2026-03-05,95,16,,
gpt-5.4-2026-03-05,132,43,,
gpt-5.4-2026-03-05,151,70,,
gpt-5.4-2026-03-05,114,34,,
gpt-5.4-2026-03-05,112,27,,
gpt-5.4-2026-03-05,166,63,,
gpt-5.4-2026-03-05,120,39,,
gpt-5.4-2026-03-05,91,14,,
gpt-5.4-2026-03-05,112,28,,
gpt-5.4-2026-03-05,185,77,,
gpt-5.4-2026-03-05,93,16,,
gpt-5.4-2026-03-05,108,30,,
gpt-5.4-2026-03-05,102,21,,
gpt-5.4-2026-03-05,86,11,,
gpt-5.4-2026-03-05,86,11,,
gpt-5.4-2026-03-05,102,18,,
gpt-5.4-2026-03-05,144,44,,
gpt-5.4-2026-03-05,118,34,,
gpt-5.4-2026-03-05,110,26,,
gpt-5.4-2026-03-05,102,23,,
gpt-5.4-2026-03-05,112,27,,
gpt-5.4-2026-03-05,106,27,,
gpt-5.4-2026-03-05,102,19,,
gpt-5.4-2026-03-05,123,36,,
gpt-5.4-2026-03-05,91,16,,
gpt-5.4-2026-03-05,122,31,,
gpt-5.4-2026-03-05,109,34,,
gpt-5.4-2026-03-05,124,37,,
gpt-5.4-2026-03-05,87,12,,
gpt-5.4-2026-03-05,109,24,,
gpt-5.4-2026-03-05,116,32,,
gpt-5.4-2026-03-05,87,12,,
gpt-5.4-2026-03-05,97,17,,
gpt-5.4-2026-03-05,94,21,,
gpt-5.4-2026-03-05,110,27,,
gpt-5.4-2026-03-05,178,70,,
gpt-5.4-2026-03-05,101,21,,
gpt-5.4-2026-03-05,124,29,,
gpt-5.4-2026-03-05,87,12,,
gpt-5.4-2026-03-05,90,14,,
gpt-5.4-2026-03-05,101,24,,
